"Step","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MIN","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MAX"
"22","0.9583518184384072","0.9583518184384072","0.9583518184384072","","","","","","","","","","0.7500508062640451","0.7500508062640451","0.7500508062640451","","","","0.6500560286415737","0.6500560286415737","0.6500560286415737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","0.8233495709324306","0.8233495709324306","0.8233495709324306","","","","","","","","","","","","","","","","0.6503901942647639","0.6503901942647639","0.6503901942647639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","0.8543301996802765","0.8543301996802765","0.8543301996802765","","","","0.8501840711689439","0.8501840711689439","0.8501840711689439","","","","","","","","","","0.6832609095050278","0.6832609095050278","0.6832609095050278","","","","","","","","","","0.45169686463587994","0.45169686463587994","0.45169686463587994","","","","","","","","","","","","","","","","","","","","","","","",""
"25","0.8530496650218501","0.8530496650218501","0.8530496650218501","","","","","","","0.8003578040293301","0.8003578040293301","0.8003578040293301","","","","","","","","","","","","","0.5505058511318031","0.5505058511318031","0.5505058511318031","0.5006912033691767","0.5006912033691767","0.5006912033691767","","","","","","","","","","","","","","","","","","","","","","","","","0.006528607679582348","0.006528607679582348","0.006528607679582348"
"26","0.883907677233044","0.883907677233044","0.883907677233044","","","","","","","0.8006252536138108","0.8006252536138108","0.8006252536138108","","","","","","","","","","","","","0.55054677830143","0.55054677830143","0.55054677830143","","","","","","","","","","","","","0.3644970183264556","0.3644970183264556","0.3644970183264556","","","","","","","","","","","","","","",""
"27","0.8990149055399488","0.8990149055399488","0.8990149055399488","","","","","","","","","","","","","0.7001262000363329","0.7001262000363329","0.7001262000363329","","","","0.6004886805631668","0.6004886805631668","0.6004886805631668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28","0.8854036680696671","0.8854036680696671","0.8854036680696671","","","","","","","","","","0.7504520743025892","0.7504520743025892","0.7504520743025892","0.7005195478447205","0.7005195478447205","0.7005195478447205","","","","0.6004317652587978","0.6004317652587978","0.6004317652587978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","0.913418934046833","0.913418934046833","0.913418934046833","","","","","","","","","","0.7500848089377039","0.7500848089377039","0.7500848089377039","","","","","","","","","","","","","","","","","","","0.4002144550322809","0.4002144550322809","0.4002144550322809","","","","","","","","","","","","","","","","","","","","",""
"30","0.7733213109848976","0.7733213109848976","0.7733213109848976","","","","","","","","","","","","","","","","0.6506714042663587","0.6506714042663587","0.6506714042663587","","","","","","","","","","0.4503326573186194","0.4503326573186194","0.4503326573186194","","","","","","","","","","","","","","","","","","","","","","","",""
"31","0.8349647626206305","0.8349647626206305","0.8349647626206305","","","","","","","","","","","","","","","","","","","","","","","","","0.5006129523576265","0.5006129523576265","0.5006129523576265","","","","","","","","","","","","","","","","","","","","","","","","","0.00962159587593234","0.00962159587593234","0.00962159587593234"
"32","","","","","","","","","","","","","","","","","","","","","","","","","0.5507143024267732","0.5507143024267732","0.5507143024267732","0.50039571247843","0.50039571247843","0.50039571247843","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","","","","","","","","","","","","","","","","","","","","","","","","","0.5504488764962425","0.5504488764962425","0.5504488764962425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","","","","","","","","","","","","","","","","0.7001606037867821","0.7001606037867821","0.7001606037867821","","","","0.6000437524226017","0.6000437524226017","0.6000437524226017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","","","","","","","","","","","","","0.750620052714934","0.750620052714934","0.750620052714934","0.7009579158037698","0.7009579158037698","0.7009579158037698","","","","","","","","","","","","","","","","0.40058894862913336","0.40058894862913336","0.40058894862913336","","","","","","","","","","","","","","","","","","","","",""
"36","","","","","","","","","","","","","0.750752119934917","0.750752119934917","0.750752119934917","","","","0.650927809533143","0.650927809533143","0.650927809533143","","","","","","","","","","0.4502638765034537","0.4502638765034537","0.4502638765034537","","","","","","","","","","","","","","","","","","","","","","","",""
"37","","","","","","","","","","","","","","","","","","","0.6506176240125916","0.6506176240125916","0.6506176240125916","","","","","","","","","","","","","","","","","","","0.3003539388923765","0.3003539388923765","0.3003539388923765","","","","","","","","","","","","","0.006903863066479783","0.006903863066479783","0.006903863066479783"
"38","0.2770336423547137","0.2770336423547137","0.2770336423547137","","","","","","","","","","","","","","","","","","","","","","","","","0.5003270543786199","0.5003270543786199","0.5003270543786199","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","0.48705618927645444","0.48705618927645444","0.48705618927645444","","","","","","","","","","","","","","","","","","","","","","0.5502782446324425","0.5502782446324425","0.5502782446324425","0.5000143963046875","0.5000143963046875","0.5000143963046875","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","0.5172363435019709","0.5172363435019709","0.5172363435019709","","","","","","","","","","","","","","","","","","","0.6007058301102595","0.6007058301102595","0.6007058301102595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","0.64259697434149","0.64259697434149","0.64259697434149","","","","","","","","","","","","","0.7003538788978547","0.7003538788978547","0.7003538788978547","","","","","","","","","","","","","","","","0.4004990833460222","0.4004990833460222","0.4004990833460222","","","","","","","","","","","","","","","","","","","","",""
"42","0.7293185946696149","0.7293185946696149","0.7293185946696149","","","","","","","","","","0.7510449067958891","0.7510449067958891","0.7510449067958891","0.7006180824113819","0.7006180824113819","0.7006180824113819","","","","","","","","","","","","","0.4503796272029421","0.4503796272029421","0.4503796272029421","","","","","","","","","","","","","","","","","","","","","","","",""
"43","0.7378774867471956","0.7378774867471956","0.7378774867471956","","","","","","","","","","0.7500487395417351","0.7500487395417351","0.7500487395417351","","","","0.6502609176487296","0.6502609176487296","0.6502609176487296","","","","","","","","","","","","","","","","","","","0.364145838464187","0.364145838464187","0.364145838464187","","","","","","","","","","","","","0.008308545529857337","0.008308545529857337","0.008308545529857337"
"44","0.8079309898024539","0.8079309898024539","0.8079309898024539","","","","","","","","","","","","","","","","0.6500388461051303","0.6500388461051303","0.6500388461051303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","0.8067200017858229","0.8067200017858229","0.8067200017858229","","","","0.8502614006408796","0.8502614006408796","0.8502614006408796","","","","","","","","","","","","","","","","0.550719574458123","0.550719574458123","0.550719574458123","0.5004533091468913","0.5004533091468913","0.5004533091468913","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","0.8682949238567359","0.8682949238567359","0.8682949238567359","","","","","","","","","","","","","","","","","","","0.6002651962421515","0.6002651962421515","0.6002651962421515","","","","0.5005879134982518","0.5005879134982518","0.5005879134982518","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","0.916378507374905","0.916378507374905","0.916378507374905","","","","","","","0.8005100897493609","0.8005100897493609","0.8005100897493609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","0.8457093027970988","0.8457093027970988","0.8457093027970988","","","","","","","0.8007646767680626","0.8007646767680626","0.8007646767680626","","","","0.7008795386013179","0.7008795386013179","0.7008795386013179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","0.8782485921961453","0.8782485921961453","0.8782485921961453","","","","","","","","","","0.7504061985453669","0.7504061985453669","0.7504061985453669","0.7000556902384457","0.7000556902384457","0.7000556902384457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.006218956946908646","0.006218956946908646","0.006218956946908646"
"50","0.875406175517261","0.875406175517261","0.875406175517261","","","","","","","","","","0.7510619625654222","0.7510619625654222","0.7510619625654222","","","","0.6509093373793907","0.6509093373793907","0.6509093373793907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","0.8740940505937012","0.8740940505937012","0.8740940505937012","","","","","","","","","","","","","","","","0.6503358394206823","0.6503358394206823","0.6503358394206823","","","","0.5507180427245587","0.5507180427245587","0.5507180427245587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","0.8783689522028871","0.8783689522028871","0.8783689522028871","","","","","","","","","","","","","","","","","","","0.6005548852461735","0.6005548852461735","0.6005548852461735","0.5501592987631344","0.5501592987631344","0.5501592987631344","0.5006061733981346","0.5006061733981346","0.5006061733981346","","","","0.4001575979522229","0.4001575979522229","0.4001575979522229","","","","","","","","","","","","","","","","","","","","",""
"53","0.9044703874132589","0.9044703874132589","0.9044703874132589","","","","","","","","","","","","","","","","","","","0.6006327778316584","0.6006327778316584","0.6006327778316584","0.5853082222784155","0.5853082222784155","0.5853082222784155","","","","0.45060199354863345","0.45060199354863345","0.45060199354863345","","","","","","","","","","","","","","","","","","","","","","","",""
"54","0.8844924458163465","0.8844924458163465","0.8844924458163465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","0.8866956296928059","0.8866956296928059","0.8866956296928059","","","","","","","","","","","","","0.7005846988233256","0.7005846988233256","0.7005846988233256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.006200328033409852","0.006200328033409852","0.006200328033409852"
"56","0.8699622735249273","0.8699622735249273","0.8699622735249273","","","","","","","","","","0.7509117768695583","0.7509117768695583","0.7509117768695583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
